,0
2009-04-03,115771.45999999999
2009-04-04,106026.55
2009-04-05,98813.64000000001
2009-04-06,112948.76000000001
2009-04-07,113903.715
2009-04-08,115555.03
2009-04-09,115406.04000000001
2009-04-10,99218.16
2009-04-11,100988.71500000001
2009-04-12,95944.28
2009-04-13,112164.395
2009-04-14,116523.035
2009-04-15,116846.59
2009-04-16,115063.345
2009-04-17,116352.35
2009-04-18,109785.705
2009-04-19,103778.33499999999
2009-04-20,116620.795
2009-04-21,116982.67499999999
2009-04-22,118265.94
2009-04-23,118569.18
2009-04-24,119339.655
2009-04-25,111910.86499999999
2009-04-26,105056.94
2009-04-27,119667.87
2009-04-28,119058.01000000001
2009-04-29,118288.675
2009-04-30,116190.10500000001
2009-05-01,101619.3
2009-05-02,106075.305
2009-05-03,100675.57
2009-05-04,116422.32500000001
2009-05-05,118968.25
2009-05-06,118565.955
2009-05-07,119310.76500000001
2009-05-08,118482.45000000001
2009-05-09,103445.60500000001
2009-05-10,101508.36
2009-05-11,115387.785
2009-05-12,117924.45499999999
2009-05-13,120076.63
2009-05-14,117827.495
2009-05-15,117972.74
2009-05-16,107434.22
2009-05-17,102383.335
2009-05-18,115570.6
2009-05-19,117305.435
2009-05-20,120096.85500000001
2009-05-21,120113.57500000001
2009-05-22,120335.70999999999
2009-05-23,111649.88500000001
2009-05-24,105387.815
2009-05-25,123242.66500000001
2009-05-26,121759.79000000001
2009-05-27,120100.80500000001
2009-05-28,121735.41500000001
2009-05-29,121889.21500000001
2009-05-30,111076.57500000001
2009-05-31,105644.26500000001
2009-06-01,121876.035
2009-06-02,124401.81
2009-06-03,121342.79
2009-06-04,119610.435
2009-06-05,121589.695
2009-06-06,112903.5
2009-06-07,105661.235
2009-06-08,119907.17000000001
2009-06-09,123320.55
2009-06-10,124743.06000000001
2009-06-11,124513.63
2009-06-12,123553.445
2009-06-13,111090.81
2009-06-14,104530.795
2009-06-15,120470.84
2009-06-16,121240.91
2009-06-17,122858.66500000001
2009-06-18,124266.105
2009-06-19,124068.83499999999
2009-06-20,113376.07
2009-06-21,106596.44
2009-06-22,120471.79999999999
2009-06-23,122284.985
2009-06-24,119657.04000000001
2009-06-25,119868.91500000001
2009-06-26,121696.0
2009-06-27,110925.66999999998
2009-06-28,105882.76000000001
2009-06-29,120156.195
2009-06-30,120461.085
2009-07-01,121322.78000000001
2009-07-02,120885.81
2009-07-03,121269.43000000001
2009-07-04,113749.125
2009-07-05,105938.18
2009-07-06,115525.54500000001
2009-07-07,117769.64
2009-07-08,118382.685
2009-07-09,119528.67000000001
2009-07-10,119573.37
2009-07-11,109630.79499999998
2009-07-12,103562.675
2009-07-13,119078.825
2009-07-14,121124.13999999998
2009-07-15,119781.53
2009-07-16,121383.65
2009-07-17,122819.33499999999
2009-07-18,113378.28499999999
2009-07-19,105796.315
2009-07-20,122309.355
2009-07-21,125271.505
2009-07-22,120807.17
2009-07-23,120318.405
2009-07-24,119278.94499999999
2009-07-25,110255.39000000001
2009-07-26,105119.93000000001
2009-07-27,118665.115
2009-07-28,119019.11
2009-07-29,121082.445
2009-07-30,120139.43
2009-07-31,120553.57999999999
2009-08-01,111084.445
2009-08-02,105906.17
2009-08-03,121854.755
2009-08-04,124158.04000000001
2009-08-05,123448.48999999999
2009-08-06,123477.54000000001
2009-08-07,123937.685
2009-08-08,113017.39000000001
2009-08-09,106716.48000000001
2009-08-10,104623.16500000001
2009-08-11,122202.995
2009-08-12,125415.835
2009-08-13,125763.145
2009-08-14,125891.57
2009-08-15,113966.73499999999
2009-08-16,107076.075
2009-08-17,122103.13500000001
2009-08-18,123823.42499999999
2009-08-19,124291.815
2009-08-20,123170.85500000001
2009-08-21,120694.685
2009-08-22,112041.215
2009-08-23,103903.055
2009-08-24,118568.715
2009-08-25,119342.9
2009-08-26,119777.05
2009-08-27,118096.38
2009-08-28,117682.20999999999
2009-08-29,111252.03
2009-08-30,104235.42
2009-08-31,119333.91500000001
2009-09-01,117810.76499999998
2009-09-02,118868.23000000001
2009-09-03,121791.67499999999
2009-09-04,123207.435
2009-09-05,112845.72
2009-09-06,104613.85500000001
2009-09-07,120260.16
2009-09-08,122646.25499999999
2009-09-09,124532.495
2009-09-10,124978.76000000001
2009-09-11,122929.23
2009-09-12,114303.77
2009-09-13,109539.655
2009-09-14,124750.46500000001
2009-09-15,126966.39499999999
2009-09-16,126003.19
2009-09-17,121873.01999999999
2009-09-18,119896.76000000001
2009-09-19,107609.8
2009-09-20,102206.41
2009-09-21,105197.56
2009-09-22,119625.955
2009-09-23,122368.63
2009-09-24,121331.03000000001
2009-09-25,122637.095
2009-09-26,114099.185
2009-09-27,109124.985
2009-09-28,124432.59
2009-09-29,124034.145
2009-09-30,123616.14000000001
2009-10-01,122165.89000000001
2009-10-02,123369.74
2009-10-03,112237.12000000001
2009-10-04,104422.275
2009-10-05,120013.12000000001
2009-10-06,120310.35
2009-10-07,121814.93000000001
2009-10-08,120849.075
2009-10-09,122676.95
2009-10-10,114153.845
2009-10-11,108874.675
2009-10-12,122723.45999999999
2009-10-13,122400.73999999999
2009-10-14,120766.37500000001
2009-10-15,119384.295
2009-10-16,120197.505
2009-10-17,107850.36
2009-10-18,107888.795
2009-10-19,122457.69
2009-10-20,126974.17000000001
2009-10-21,126266.82
2009-10-22,126715.57500000001
2009-10-23,126003.185
2009-10-24,115493.97499999999
2009-10-25,108926.455
2009-10-26,123566.68
2009-10-27,124205.415
2009-10-28,123614.42499999999
2009-10-29,122261.98999999999
2009-10-30,121386.755
2009-10-31,110231.985
2009-11-01,104180.685
2009-11-02,120479.16500000001
2009-11-03,122260.315
2009-11-04,123432.615
2009-11-05,119898.815
2009-11-06,120132.17499999999
2009-11-07,112223.3
2009-11-08,107769.35500000001
2009-11-09,121919.535
2009-11-10,121264.255
2009-11-11,121967.54500000001
2009-11-12,121634.5
2009-11-13,119082.535
2009-11-14,108320.18000000001
2009-11-15,103392.85500000001
2009-11-16,117989.86499999999
2009-11-17,119197.79000000001
2009-11-18,120387.08
2009-11-19,117585.35500000001
2009-11-20,115963.06999999999
2009-11-21,108529.82
2009-11-22,102835.44
2009-11-23,117914.955
2009-11-24,120408.065
2009-11-25,123016.02
2009-11-26,122651.47
2009-11-27,108332.76000000001
2009-11-28,109955.465
2009-11-29,103750.42
2009-11-30,117983.42000000001
2009-12-01,121371.83
2009-12-02,122128.935
2009-12-03,119664.3
2009-12-04,118685.92
2009-12-05,108628.78
2009-12-06,102249.85
2009-12-07,117144.68
2009-12-08,119395.465
2009-12-09,119977.69499999999
2009-12-10,120420.485
2009-12-11,121068.39499999999
2009-12-12,111783.19
2009-12-13,106288.67
2009-12-14,121841.44
2009-12-15,122822.605
2009-12-16,121757.575
2009-12-17,119776.8
2009-12-18,119703.58499999999
2009-12-19,109096.665
2009-12-20,102971.73
2009-12-21,117871.925
2009-12-22,119881.65
2009-12-23,120152.825
2009-12-24,114459.07500000001
2009-12-25,102897.805
2009-12-26,106110.495
2009-12-27,101915.185
2009-12-28,116952.17
2009-12-29,118790.0
2009-12-30,119526.15
2009-12-31,115375.055
2010-01-01,104516.735
2010-01-02,108963.925
2010-01-03,106984.38500000001
2010-01-04,119596.29000000001
2010-01-05,121775.67
2010-01-06,123680.705
2010-01-07,119452.69
2010-01-08,120005.795
2010-01-09,108663.535
2010-01-10,101208.11
2010-01-11,117651.78
2010-01-12,119515.42499999999
2010-01-13,119912.11499999999
2010-01-14,118040.035
2010-01-15,120060.695
2010-01-16,110716.44
2010-01-17,105310.475
2010-01-18,120478.9
2010-01-19,120962.45000000001
2010-01-20,118866.845
2010-01-21,120829.735
2010-01-22,120300.35
2010-01-23,112996.355
2010-01-24,107839.51499999998
2010-01-25,123005.415
2010-01-26,124688.66
2010-01-27,124436.88500000001
2010-01-28,123934.27500000001
2010-01-29,124214.59
2010-01-30,114757.23999999999
2010-01-31,109890.09
2010-02-01,123311.38
2010-02-02,123939.905
2010-02-03,125422.99
2010-02-04,126001.76499999998
2010-02-05,125614.16500000001
2010-02-06,116375.41
2010-02-07,111117.73000000001
2010-02-08,126325.805
2010-02-09,127364.55
2010-02-10,126965.98000000001
2010-02-11,125587.68
2010-02-12,121017.34
2010-02-13,107777.93
2010-02-14,100369.285
2010-02-15,101832.05000000002
2010-02-16,105239.14499999999
2010-02-17,119377.165
2010-02-18,121528.845
2010-02-19,120620.27
2010-02-20,112865.455
2010-02-21,108613.44
2010-02-22,124017.85500000001
2010-02-23,126540.61
2010-02-24,128218.92499999999
2010-02-25,130144.7
2010-02-26,130421.6
2010-02-27,119139.765
2010-02-28,114095.16
2010-03-01,129274.73000000001
2010-03-02,129997.61499999999
2010-03-03,130066.85500000001
2010-03-04,129436.10500000001
2010-03-05,129530.805
2010-03-06,119785.91500000001
2010-03-07,114531.755
2010-03-08,128993.08499999999
2010-03-09,130284.56
2010-03-10,127761.15500000001
2010-03-11,126604.65
2010-03-12,128315.26499999998
2010-03-13,119109.32999999999
2010-03-14,112406.99
2010-03-15,126184.88500000001
2010-03-16,125946.91500000001
2010-03-17,126155.97
2010-03-18,125433.945
2010-03-19,124802.41500000001
2010-03-20,113127.935
2010-03-21,108172.48
2010-03-22,124933.5
2010-03-23,125480.53
2010-03-24,127598.12
2010-03-25,127365.185
2010-03-26,127090.83499999999
2010-03-27,117738.765
2010-03-28,112310.535
2010-03-29,127840.07999999999
2010-03-30,126958.43
2010-03-31,126181.01
2010-04-01,126394.155
2010-04-02,113562.96
2010-04-03,115890.84000000001
2010-04-04,107415.33
2010-04-05,123909.63500000001
2010-04-06,128037.13
2010-04-07,131342.39
2010-04-08,131011.75
2010-04-09,132071.33000000002
2010-04-10,120010.78
2010-04-11,115762.575
2010-04-12,133155.885
2010-04-13,132628.09499999997
2010-04-14,130845.845
2010-04-15,131784.16999999998
2010-04-16,129433.485
2010-04-17,121234.155
2010-04-18,114054.68999999999
2010-04-19,129922.43
2010-04-20,131153.485
2010-04-21,131354.86000000002
2010-04-22,129779.555
2010-04-23,130417.14499999999
2010-04-24,120987.455
2010-04-25,115960.785
2010-04-26,129086.27500000001
2010-04-27,129940.985
2010-04-28,131211.97
2010-04-29,130911.07
2010-04-30,131920.85
2010-05-01,117305.29500000001
2010-05-02,116369.8
2010-05-03,130477.345
2010-05-04,134304.08000000002
2010-05-05,135495.29
2010-05-06,135601.83500000002
2010-05-07,135656.03
2010-05-08,125189.875
2010-05-09,117084.375
2010-05-10,131219.755
2010-05-11,132923.1
2010-05-12,132667.93
2010-05-13,131187.75
2010-05-14,131253.64500000002
2010-05-15,121342.08
2010-05-16,116833.88
2010-05-17,128127.595
2010-05-18,131085.66999999998
2010-05-19,128275.31
2010-05-20,129634.32500000001
2010-05-21,131506.935
2010-05-22,120243.26
2010-05-23,114475.05
2010-05-24,132682.60499999998
2010-05-25,135370.51
2010-05-26,136777.51499999998
2010-05-27,134217.045
2010-05-28,118650.425
2010-05-29,120875.88
2010-05-30,115199.595
2010-05-31,129187.25
2010-06-01,130935.48500000002
2010-06-02,130262.04
2010-06-03,131257.83999999997
2010-06-04,132249.255
2010-06-05,120249.75
2010-06-06,114557.055
2010-06-07,128107.77
2010-06-08,124049.705
2010-06-09,123309.05500000001
2010-06-10,122795.16
2010-06-11,125573.57500000001
2010-06-12,117973.39
2010-06-13,111448.825
2010-06-14,126073.695
2010-06-15,126445.84
2010-06-16,123142.07
2010-06-17,122725.505
2010-06-18,125807.125
2010-06-19,117829.94999999998
2010-06-20,112442.14499999999
2010-06-21,129428.305
2010-06-22,128475.57500000001
2010-06-23,126310.35500000001
2010-06-24,125931.91
2010-06-25,124235.93
2010-06-26,116441.475
2010-06-27,110779.185
2010-06-28,126182.5
2010-06-29,128180.325
2010-06-30,130257.875
2010-07-01,127401.11499999999
2010-07-02,125218.255
2010-07-03,113188.575
2010-07-04,107808.9
2010-07-05,124392.18
2010-07-06,129671.63
2010-07-07,130469.205
2010-07-08,126919.155
2010-07-09,127495.695
2010-07-10,117433.845
2010-07-11,112472.635
2010-07-12,128942.28
2010-07-13,130082.02000000002
2010-07-14,131389.24
2010-07-15,131756.25
2010-07-16,129830.36499999999
2010-07-17,117908.93500000001
2010-07-18,111728.625
2010-07-19,125989.68
2010-07-20,127274.07
2010-07-21,126868.76000000001
2010-07-22,124860.06
2010-07-23,126475.0
2010-07-24,117018.155
2010-07-25,112906.29999999999
2010-07-26,124601.725
2010-07-27,127508.755
2010-07-28,127095.155
2010-07-29,129077.66500000001
2010-07-30,126244.435
2010-07-31,117261.86499999999
2010-08-01,109286.15999999999
2010-08-02,124425.995
2010-08-03,127756.88
2010-08-04,127227.51500000001
2010-08-05,127880.455
2010-08-06,129607.26500000001
2010-08-07,118519.65
2010-08-08,112648.275
2010-08-09,112727.91
2010-08-10,129392.87
2010-08-11,130400.785
2010-08-12,129182.04500000001
2010-08-13,131786.005
2010-08-14,120571.92000000001
2010-08-15,113325.555
2010-08-16,127572.655
2010-08-17,128681.39500000002
2010-08-18,127316.06999999999
2010-08-19,126172.475
2010-08-20,124814.895
2010-08-21,116423.67
2010-08-22,114023.14499999999
2010-08-23,129000.82
2010-08-24,130309.40999999999
2010-08-25,130108.40000000001
2010-08-26,130935.79000000001
2010-08-27,129774.645
2010-08-28,119968.04500000001
2010-08-29,113983.86499999999
2010-08-30,127685.11000000002
2010-08-31,128882.19
2010-09-01,131569.065
2010-09-02,131475.825
2010-09-03,131468.59
2010-09-04,120563.795
2010-09-05,112021.635
2010-09-06,126591.825
2010-09-07,126642.28
2010-09-08,127133.03
2010-09-09,126140.25
2010-09-10,112825.185
2010-09-11,115320.56
2010-09-12,112638.53
2010-09-13,130100.895
2010-09-14,133069.03500000003
2010-09-15,130870.59
2010-09-16,129601.53
2010-09-17,128218.53
2010-09-18,119102.265
2010-09-19,115088.43
2010-09-20,129977.875
2010-09-21,130875.875
2010-09-22,129730.39
2010-09-23,127649.63999999998
2010-09-24,127488.73500000002
2010-09-25,117988.77
2010-09-26,113470.125
2010-09-27,128041.51000000001
2010-09-28,127957.41500000001
2010-09-29,129791.645
2010-09-30,127464.61499999999
2010-10-01,127924.735
2010-10-02,121265.425
2010-10-03,114284.315
2010-10-04,130166.86499999999
2010-10-05,131818.05
2010-10-06,131507.10499999998
2010-10-07,130460.58499999999
2010-10-08,130662.95
2010-10-09,122743.305
2010-10-10,117482.34
2010-10-11,132656.91999999998
2010-10-12,133435.83500000002
2010-10-13,131663.07
2010-10-14,133131.065
2010-10-15,133783.925
2010-10-16,125005.48000000001
2010-10-17,118968.70000000001
2010-10-18,133604.14
2010-10-19,133902.095
2010-10-20,133030.185
2010-10-21,131735.53
2010-10-22,131201.885
2010-10-23,121680.36
2010-10-24,112762.18
2010-10-25,127413.28
2010-10-26,128602.88
2010-10-27,127671.15
2010-10-28,128693.685
2010-10-29,128991.79000000001
2010-10-30,117686.44
2010-10-31,112828.715
2010-11-01,130350.34000000001
2010-11-02,130620.505
2010-11-03,133464.87
2010-11-04,131642.15000000002
2010-11-05,117312.785
2010-11-06,118817.23000000001
2010-11-07,112726.14499999999
2010-11-08,128204.935
2010-11-09,128373.695
2010-11-10,130801.56
2010-11-11,128951.4
2010-11-12,128822.875
2010-11-13,120870.42
2010-11-14,112773.31
2010-11-15,126759.025
2010-11-16,127884.695
2010-11-17,113824.23
2010-11-18,126916.305
2010-11-19,130142.235
2010-11-20,120366.0
2010-11-21,115201.36000000002
2010-11-22,131012.89499999999
2010-11-23,132570.55
2010-11-24,130979.695
2010-11-25,127662.145
2010-11-26,127372.61
2010-11-27,120761.735
2010-11-28,115903.505
2010-11-29,127976.45999999999
2010-11-30,128334.63500000001
2010-12-01,128171.655
2010-12-02,128480.65
2010-12-03,127302.72
2010-12-04,118115.97
2010-12-05,113047.44
2010-12-06,128503.465
2010-12-07,129805.63
2010-12-08,129287.105
2010-12-09,127057.96
2010-12-10,127130.555
2010-12-11,119227.40999999999
2010-12-12,114528.975
2010-12-13,130100.83
2010-12-14,129832.34
2010-12-15,129606.94
2010-12-16,125502.525
2010-12-17,124881.15
2010-12-18,115117.535
2010-12-19,110092.26000000001
2010-12-20,125649.84
2010-12-21,127571.51999999999
2010-12-22,127147.64
2010-12-23,126034.22499999999
2010-12-24,122700.23
2010-12-25,110577.17000000001
2010-12-26,108677.82
2010-12-27,121706.695
2010-12-28,122500.47
2010-12-29,122851.51499999998
2010-12-30,121061.285
2010-12-31,117705.93
2011-01-01,108750.24
2011-01-02,108645.935
2011-01-03,122067.405
2011-01-04,126201.19999999998
2011-01-05,127884.275
2011-01-06,124921.11
2011-01-07,123588.245
2011-01-08,114696.045
2011-01-09,110013.6
2011-01-10,122778.475
2011-01-11,122547.945
2011-01-12,123881.865
2011-01-13,124522.5
2011-01-14,124712.16
2011-01-15,115952.93
2011-01-16,110382.005
2011-01-17,124103.11499999999
2011-01-18,124571.995
2011-01-19,125391.51
2011-01-20,125218.87
2011-01-21,125119.85500000001
2011-01-22,117863.89
2011-01-23,112810.365
2011-01-24,127933.285
2011-01-25,127093.27
2011-01-26,125857.02
2011-01-27,126355.5
2011-01-28,125331.42499999999
2011-01-29,115415.52
2011-01-30,108219.94
2011-01-31,117301.91500000001
2011-02-01,116702.20999999999
2011-02-02,108949.80500000001
2011-02-03,99151.46
2011-02-04,99637.025
2011-02-05,103894.73000000001
2011-02-06,104039.045
2011-02-07,118530.285
2011-02-08,122859.465
2011-02-09,125294.98000000001
2011-02-10,127943.875
2011-02-11,127536.02
2011-02-12,118760.06999999999
2011-02-13,113813.02
2011-02-14,128358.03
2011-02-15,129729.08499999999
2011-02-16,129611.89499999999
2011-02-17,129486.245
2011-02-18,129828.905
2011-02-19,119654.15000000001
2011-02-20,113407.82500000001
2011-02-21,126581.155
2011-02-22,128537.065
2011-02-23,129117.38500000001
2011-02-24,127878.995
2011-02-25,127977.31
2011-02-26,119299.465
2011-02-27,112957.14000000001
2011-02-28,125712.245
2011-03-01,126475.66
2011-03-02,127653.94
2011-03-03,127184.97
2011-03-04,126509.37999999999
2011-03-05,118302.785
2011-03-06,112693.45000000001
2011-03-07,128162.11499999999
2011-03-08,128426.5
2011-03-09,127931.88
2011-03-10,123937.42000000001
2011-03-11,122723.315
2011-03-12,115866.53
2011-03-13,111801.23000000001
2011-03-14,125054.98000000001
2011-03-15,125458.02
2011-03-16,126226.84999999999
2011-03-17,123371.23
2011-03-18,126343.38
2011-03-19,117546.16500000001
2011-03-20,111067.20000000001
2011-03-21,125621.67499999999
2011-03-22,125066.47499999999
2011-03-23,127039.87999999999
2011-03-24,127037.32500000001
2011-03-25,129242.70999999999
2011-03-26,120425.925
2011-03-27,115286.90500000001
2011-03-28,129187.35
2011-03-29,129949.41
2011-03-30,131142.78
2011-03-31,131215.18
2011-04-01,131034.26499999998
2011-04-02,120736.11499999999
2011-04-03,115383.49000000002
2011-04-04,130773.845
2011-04-05,130022.535
2011-04-06,130159.91999999998
2011-04-07,128716.12500000001
2011-04-08,129513.825
2011-04-09,120249.5
2011-04-10,113315.73
2011-04-11,126368.76999999999
2011-04-12,128400.91
2011-04-13,127639.26999999999
2011-04-14,126257.20999999999
2011-04-15,127153.01000000001
2011-04-16,117436.20000000001
2011-04-17,112416.70499999999
2011-04-18,127673.245
2011-04-19,130623.92
2011-04-20,129614.25
2011-04-21,127895.05
2011-04-22,115516.155
2011-04-23,118464.20999999999
2011-04-24,114461.575
2011-04-25,129710.115
2011-04-26,132144.69
2011-04-27,131606.46500000003
2011-04-28,131432.325
2011-04-29,131039.23000000001
2011-04-30,119397.15
2011-05-01,111698.91
2011-05-02,111578.54000000001
2011-05-03,127854.51000000001
2011-05-04,129795.32
2011-05-05,130487.3
2011-05-06,133581.0
2011-05-07,122866.63
2011-05-08,121624.70999999999
2011-05-09,138237.755
2011-05-10,138699.135
2011-05-11,139488.58500000002
2011-05-12,135447.56
2011-05-13,134255.95500000002
2011-05-14,123366.735
2011-05-15,118089.48500000002
2011-05-16,133153.48
2011-05-17,120298.09
2011-05-18,134539.62
2011-05-19,135008.885
2011-05-20,135799.34000000003
2011-05-21,124364.445
2011-05-22,119132.01500000001
2011-05-23,135194.43
2011-05-24,138563.89500000002
2011-05-25,135241.2
2011-05-26,134951.005
2011-05-27,133965.94
2011-05-28,124627.76999999999
2011-05-29,119015.88
2011-05-30,135012.31000000003
2011-05-31,134804.59000000003
2011-06-01,133189.49
2011-06-02,133612.735
2011-06-03,134937.70500000002
2011-06-04,124209.94
2011-06-05,115876.53
2011-06-06,128850.95999999999
2011-06-07,132431.05
2011-06-08,135709.83000000002
2011-06-09,132037.245
2011-06-10,133353.995
2011-06-11,122239.625
2011-06-12,115955.105
2011-06-13,131731.95500000002
2011-06-14,133712.01
2011-06-15,135795.34999999998
2011-06-16,132335.455
2011-06-17,133789.58000000002
2011-06-18,123283.98499999999
2011-06-19,117622.28
2011-06-20,134064.44999999998
2011-06-21,137734.5
2011-06-22,137323.215
2011-06-23,133896.1
2011-06-24,134988.555
2011-06-25,124699.735
2011-06-26,117924.095
2011-06-27,133562.055
2011-06-28,134683.655
2011-06-29,134777.065
2011-06-30,129839.125
2011-07-01,130106.875
2011-07-02,123268.685
2011-07-03,117669.955
2011-07-04,133153.8
2011-07-05,135830.51
2011-07-06,136504.17
2011-07-07,136352.155
2011-07-08,136385.47999999998
2011-07-09,126529.155
2011-07-10,119769.08
2011-07-11,135050.065
2011-07-12,133938.46999999997
2011-07-13,136082.93
2011-07-14,136382.965
2011-07-15,133570.10499999998
2011-07-16,119785.65000000001
2011-07-17,115932.815
2011-07-18,133367.89500000002
2011-07-19,135527.005
2011-07-20,136448.21
2011-07-21,137049.07
2011-07-22,132646.845
2011-07-23,122556.35
2011-07-24,118361.92000000001
2011-07-25,132258.285
2011-07-26,134224.2
2011-07-27,134167.565
2011-07-28,133922.77999999997
2011-07-29,134224.39500000002
2011-07-30,123773.055
2011-07-31,117143.375
2011-08-01,133251.75499999998
2011-08-02,135176.2
2011-08-03,134840.12
2011-08-04,129743.95000000001
2011-08-05,129578.18
2011-08-06,122422.61
2011-08-07,113562.42499999999
2011-08-08,128298.265
2011-08-09,117827.145
2011-08-10,132304.79
2011-08-11,134242.33000000002
2011-08-12,134175.76
2011-08-13,123503.205
2011-08-14,117410.195
2011-08-15,128236.245
2011-08-16,129100.70999999999
2011-08-17,130839.01499999998
2011-08-18,130705.035
2011-08-19,133152.85499999998
2011-08-20,122113.895
2011-08-21,115503.285
2011-08-22,132427.655
2011-08-23,132837.825
2011-08-24,133775.675
2011-08-25,132975.74
2011-08-26,128916.66999999998
2011-08-27,113002.9
2011-08-28,112000.035
2011-08-29,123396.01
2011-08-30,112703.435
2011-08-31,128420.9
2011-09-01,132638.675
2011-09-02,134007.84
2011-09-03,123152.465
2011-09-04,116951.11000000002
2011-09-05,133249.16499999998
2011-09-06,135414.025
2011-09-07,135904.985
2011-09-08,134800.11
2011-09-09,135134.115
2011-09-10,122803.13500000001
2011-09-11,116265.995
2011-09-12,133055.575
2011-09-13,135704.805
2011-09-14,134054.88999999998
2011-09-15,131417.77
2011-09-16,132759.75
2011-09-17,123051.88999999998
2011-09-18,117164.99500000001
2011-09-19,130368.345
2011-09-20,130441.68
2011-09-21,130656.98000000001
2011-09-22,126927.11499999999
2011-09-23,129486.575
2011-09-24,122642.395
2011-09-25,118440.33499999999
2011-09-26,129518.265
2011-09-27,130450.255
2011-09-28,129842.405
2011-09-29,131079.575
2011-09-30,128653.845
2011-10-01,119169.42000000001
2011-10-02,112413.16500000001
2011-10-03,130198.73500000002
2011-10-04,126439.0
2011-10-05,127169.725
2011-10-06,128118.67
2011-10-07,126895.20000000001
2011-10-08,117348.59
2011-10-09,110168.815
2011-10-10,126657.91
2011-10-11,126547.54000000001
2011-10-12,125816.805
2011-10-13,128307.2
2011-10-14,131159.34499999997
2011-10-15,122122.95999999999
2011-10-16,116764.865
2011-10-17,131940.65500000003
2011-10-18,130964.53
2011-10-19,128453.93
2011-10-20,126533.725
2011-10-21,126050.045
2011-10-22,116689.03
2011-10-23,111672.24
2011-10-24,128111.67
2011-10-25,128659.93
2011-10-26,113666.11500000002
2011-10-27,124951.05
2011-10-28,126558.10500000001
2011-10-29,118495.27
2011-10-30,114270.365
2011-10-31,128479.08499999999
2011-11-01,129171.73
2011-11-02,128222.97
2011-11-03,126695.44
2011-11-04,125963.495
2011-11-05,116906.91
2011-11-06,109631.97
2011-11-07,111981.66500000001
2011-11-08,128188.55
2011-11-09,129703.555
2011-11-10,130552.985
2011-11-11,130807.1
2011-11-12,118576.54
2011-11-13,111560.695
2011-11-14,126661.85
2011-11-15,128576.98000000001
2011-11-16,128937.025
2011-11-17,129088.23499999999
2011-11-18,127814.865
2011-11-19,117801.865
2011-11-20,112779.0
2011-11-21,127332.97499999999
2011-11-22,129600.67499999999
2011-11-23,128332.53000000001
2011-11-24,126895.545
2011-11-25,128315.40999999999
2011-11-26,119378.61499999999
2011-11-27,113655.47
2011-11-28,127370.875
2011-11-29,127623.76999999999
2011-11-30,128288.41
2011-12-01,126991.68
2011-12-02,125544.54999999999
2011-12-03,115243.1
2011-12-04,110115.245
2011-12-05,123192.665
2011-12-06,127313.98000000001
2011-12-07,128792.73999999999
2011-12-08,128000.705
2011-12-09,127835.23999999999
2011-12-10,118440.08
2011-12-11,110346.84
2011-12-12,123804.4
2011-12-13,126454.015
2011-12-14,127410.625
2011-12-15,126849.025
2011-12-16,127252.68
2011-12-17,116281.5
2011-12-18,110102.875
2011-12-19,121779.73000000001
2011-12-20,122604.655
2011-12-21,124258.97999999998
2011-12-22,122394.03
2011-12-23,122140.245
2011-12-24,112581.95999999999
2011-12-25,105619.845
2011-12-26,106887.07
2011-12-27,121783.35500000001
2011-12-28,122136.5
2011-12-29,120973.88
2011-12-30,121811.8
2011-12-31,114258.67499999999
2012-01-01,109306.56
2012-01-02,111582.5
2012-01-03,127514.025
2012-01-04,128410.83499999999
2012-01-05,127621.74000000002
2012-01-06,128227.435
2012-01-07,118802.25
2012-01-08,111231.94
2012-01-09,124567.66500000001
2012-01-10,124967.45000000001
2012-01-11,126256.925
2012-01-12,125878.53
2012-01-13,127513.635
2012-01-14,119521.76000000001
2012-01-15,114832.11499999999
2012-01-16,131602.63999999998
2012-01-17,133338.39500000002
2012-01-18,131400.31
2012-01-19,131023.89
2012-01-20,126117.715
2012-01-21,113045.965
2012-01-22,106030.04500000001
2012-01-23,100839.87
2012-01-24,101043.765
2012-01-25,115986.32
2012-01-26,119964.34
2012-01-27,122711.86000000002
2012-01-28,113784.82999999999
2012-01-29,110009.45000000001
2012-01-30,127077.76500000001
2012-01-31,127242.905
2012-02-01,128382.1
2012-02-02,126303.455
2012-02-03,125631.495
2012-02-04,116604.885
2012-02-05,112460.175
2012-02-06,128643.29500000001
2012-02-07,129469.03
2012-02-08,129284.79999999999
2012-02-09,128314.75
2012-02-10,130361.53
2012-02-11,121975.73999999999
2012-02-12,116105.45999999999
2012-02-13,129665.20499999999
2012-02-14,130388.17000000001
2012-02-15,130997.58
2012-02-16,130678.87
2012-02-17,131234.74
2012-02-18,118288.44
2012-02-19,110995.025
2012-02-20,127568.98999999999
2012-02-21,127869.06
2012-02-22,128458.83499999999
2012-02-23,128817.15000000001
2012-02-24,130866.41
2012-02-25,120943.32999999999
2012-02-26,115493.535
2012-02-27,128943.1
2012-02-28,130756.81
2012-02-29,131137.845
2012-03-01,128633.70499999999
2012-03-02,127240.29500000001
2012-03-03,117500.375
2012-03-04,114597.73
2012-03-05,127577.17
2012-03-06,129432.51999999999
2012-03-07,130729.11499999999
2012-03-08,129236.55999999998
2012-03-09,128977.76500000001
2012-03-10,120390.505
2012-03-11,113535.03
2012-03-12,126023.01500000001
2012-03-13,127125.11000000002
2012-03-14,124799.305
